etat_de_route,carburant,turbo,nombre_portes,type_vehicule,roues_motrices,emplacement_moteur,empattement,longueur,largeur,hauteur,poids_vehicule,type_moteur,nombre_cylindres,taille_moteur,systeme_carburant,taux_alésage,course,taux_compression,chevaux,tour_moteur,consommation_ville,consommation_autoroute,prix,marque,modèle
0,essence,atmosphérique,quatre,berline,traction,avant,2.45,4.45516,1.65608,1.37414,1118.10428,ohc,four,1.8025810000000002,mpfi,80.00999999999999,90.932,9.0,101,5800,9.800583333333334,8.4005,12945.0,honda,civic
1,essence,atmosphérique,deux,berline,traction,avant,2.45,4.29514,1.6764,1.2953999999999999,1040.086456,ohc,four,1.8025810000000002,2bbl,80.00999999999999,90.932,9.1,100,5500,9.40856,7.587548387096774,10345.0,honda,civic (auto)
0,essence,atmosphérique,quatre,berline,propulsion,avant,2.4,4.33578,1.5697199999999998,1.3589,1060.044504,ohc,four,1.8189681000000002,2bbl,84.074,82.042,8.5,78,4800,9.800583333333334,8.110827586206897,6785.0,isuzu,MU-X
1,essence,atmosphérique,deux,berline,traction,avant,2.4,3.95986,1.61544,1.3208,850.0314079999999,ohc,four,1.4748390000000002,2bbl,76.96199999999999,78.99399999999999,9.6,70,5400,6.189842105263158,5.470093023255814,8916.5,isuzu,D-Max 
0,essence,atmosphérique,quatre,berline,traction,avant,2.4,3.95986,1.61544,1.3208,865.907128,ohc,four,1.4748390000000002,2bbl,76.96199999999999,78.99399999999999,9.6,70,5400,6.189842105263158,5.470093023255814,8916.5,isuzu,D-Max V-Cross
2,essence,atmosphérique,deux,berline compacte,propulsion,avant,2.44,4.38404,1.65608,1.3055599999999998,1240.120528,ohc,four,1.9500649,spfi,87.122,82.042,9.2,90,5000,9.800583333333334,8.110827586206897,11048.0,isuzu,D-Max 
0,essence,atmosphérique,quatre,berline,propulsion,avant,2.87,5.069839999999999,1.7678399999999999,1.3411199999999999,1844.3050719999999,dohc,six,4.227871800000001,mpfi,92.202,105.91799999999999,8.1,176,4750,15.680933333333334,12.379684210526316,32250.0,jaguar,xj
0,essence,atmosphérique,quatre,berline,propulsion,avant,2.87,5.069839999999999,1.7678399999999999,1.3411199999999999,1844.3050719999999,dohc,six,4.227871800000001,mpfi,92.202,105.91799999999999,8.1,176,4750,15.680933333333334,12.379684210526316,35550.0,jaguar,xf
0,essence,atmosphérique,deux,berline,propulsion,avant,2.59,4.869179999999999,1.7932399999999997,1.2141199999999999,1791.6884,ohcv,twelve,5.342194600000001,mpfi,89.916,70.10399999999998,11.5,262,5000,18.093384615384615,13.836117647058824,36000.0,jaguar,xk
1,essence,atmosphérique,deux,berline compacte,traction,avant,2.36,4.0411399999999995,1.63068,1.37414,857.28888,ohc,four,1.4912261000000002,2bbl,76.96199999999999,80.00999999999999,9.0,68,5000,7.840466666666667,7.587548387096774,5195.0,mazda,rx3
1,essence,atmosphérique,deux,berline compacte,traction,avant,2.36,4.0411399999999995,1.63068,1.37414,861.8248,ohc,four,1.4912261000000002,2bbl,76.96199999999999,80.00999999999999,9.0,68,5000,7.587548387096774,6.189842105263158,6095.0,mazda,glc deluxe
1,essence,atmosphérique,deux,berline compacte,traction,avant,2.36,4.0411399999999995,1.63068,1.37414,864.09276,ohc,four,1.4912261000000002,2bbl,76.96199999999999,80.00999999999999,9.0,68,5000,7.587548387096774,6.189842105263158,6795.0,mazda,rx2 coupe
1,essence,atmosphérique,quatre,berline,traction,avant,2.36,4.23672,1.63068,1.37414,882.23644,ohc,four,1.4912261000000002,2bbl,76.96199999999999,80.00999999999999,9.0,68,5000,7.587548387096774,6.189842105263158,6695.0,mazda,rx-4
1,essence,atmosphérique,quatre,berline,traction,avant,2.36,4.23672,1.63068,1.37414,884.5044,ohc,four,1.4912261000000002,2bbl,78.232,80.00999999999999,9.0,68,5000,7.587548387096774,6.189842105263158,7395.0,mazda,glc deluxe
3,essence,atmosphérique,deux,berline compacte,propulsion,avant,2.42,4.2926,1.66878,1.25984,1079.54896,rotor,two,1.147097,4bbl,84.582,82.67699999999999,9.4,101,6000,13.836117647058824,10.226695652173913,10945.0,mazda,626
3,essence,atmosphérique,deux,berline compacte,propulsion,avant,2.42,4.2926,1.66878,1.25984,1079.54896,rotor,two,1.147097,4bbl,84.582,82.67699999999999,9.4,101,6000,13.836117647058824,10.226695652173913,11845.0,mazda,glc
3,essence,atmosphérique,deux,berline compacte,propulsion,avant,2.42,4.2926,1.66878,1.25984,1081.81692,rotor,two,1.147097,4bbl,84.582,82.67699999999999,9.4,101,6000,13.836117647058824,10.226695652173913,13645.0,mazda,rx-7 gs
3,essence,atmosphérique,deux,berline compacte,propulsion,avant,2.42,4.2926,1.66878,1.25984,1133.98,rotor,two,1.3109680000000001,mpfi,84.582,82.67699999999999,9.4,135,6000,14.700875,10.226695652173913,15645.0,mazda,glc 4
1,essence,atmosphérique,deux,berline compacte,traction,avant,2.51,4.51612,1.6890999999999998,1.36398,1081.81692,ohc,four,1.9992262000000003,2bbl,86.106,86.106,8.6,84,4800,9.046692307692307,7.3504375,8845.0,mazda,626
0,essence,atmosphérique,quatre,berline,traction,avant,2.51,4.51612,1.6890999999999998,1.4097,1093.15672,ohc,four,1.9992262000000003,2bbl,86.106,86.106,8.6,84,4800,9.046692307692307,7.3504375,8495.0,mazda,glc custom l
1,essence,atmosphérique,deux,berline compacte,traction,avant,2.51,4.51612,1.6890999999999998,1.36398,1081.81692,ohc,four,1.9992262000000003,2bbl,86.106,86.106,8.6,84,4800,9.046692307692307,7.3504375,10595.0,mazda,glc custom
0,essence,atmosphérique,quatre,berline,traction,avant,2.51,4.51612,1.6890999999999998,1.4097,1093.15672,ohc,four,1.9992262000000003,2bbl,86.106,86.106,8.6,84,4800,9.046692307692307,7.3504375,10245.0,mazda,rx-4
0,diesel,atmosphérique,quatre,berline,traction,avant,2.51,4.51612,1.6890999999999998,1.4097,1108.125256,ohc,four,1.9992262000000003,idi,86.106,86.106,22.7,64,4650,6.533722222222222,5.600333333333333,10795.0,mazda,glc deluxe
0,essence,atmosphérique,quatre,berline compacte,traction,avant,2.51,4.51612,1.6890999999999998,1.4097,1099.9605999999999,ohc,four,1.9992262000000003,2bbl,86.106,86.106,8.6,84,4800,9.046692307692307,7.3504375,11245.0,mazda,626
0,essence,atmosphérique,quatre,berline,propulsion,avant,2.66,4.444999999999999,1.6789399999999999,1.3817599999999999,1211.09064,ohc,four,2.294194,mpfi,95.50399999999999,80.264,8.0,120,5000,12.379684210526316,8.711629629629629,18280.0,mazda,glc
0,diesel,atmosphérique,quatre,berline,propulsion,avant,2.66,4.444999999999999,1.6789399999999999,1.3817599999999999,1224.6984,ohc,four,2.1958714,idi,87.122,92.456,22.0,72,4200,7.587548387096774,6.031128205128205,18344.0,mazda,rx-7 gs
-1,diesel,turbo,quatre,berline,propulsion,avant,2.79,4.84886,1.7856199999999998,1.4351,1594.37588,ohc,five,2.9988393,idi,90.932,92.456,21.5,123,4350,10.691545454545455,9.40856,25552.0,buick,electra 225 custom
-1,diesel,turbo,quatre,break,propulsion,avant,2.79,4.84886,1.7856199999999998,1.49098,1700.97,ohc,five,2.9988393,idi,90.932,92.456,21.5,123,4350,10.691545454545455,9.40856,28248.0,buick,century luxus (sw)
0,diesel,turbo,deux,hardtop,propulsion,avant,2.71,4.7625,1.7856199999999998,1.3944599999999998,1585.30404,ohc,five,2.9988393,idi,90.932,92.456,21.5,123,4350,10.691545454545455,9.40856,28176.0,buick,century
-1,diesel,turbo,quatre,berline,propulsion,avant,2.94,5.146039999999999,1.82118,1.4300199999999998,1710.04184,ohc,five,2.9988393,idi,90.932,92.456,21.5,123,4350,10.691545454545455,9.40856,31600.0,buick,skyhawk
-1,essence,atmosphérique,quatre,berline,propulsion,avant,2.94,5.146039999999999,1.82118,1.4351,1696.43408,ohcv,eight,3.8345814000000003,mpfi,87.884,78.74,8.3,155,4750,14.700875,13.067444444444444,34184.0,buick,opel isuzu deluxe
3,essence,atmosphérique,deux,convertible,propulsion,avant,2.45,4.57962,1.7907,1.29032,1671.48652,ohcv,eight,3.8345814000000003,mpfi,87.884,78.74,8.3,155,4750,14.700875,13.067444444444444,35056.0,buick,skylark
0,essence,atmosphérique,quatre,berline,propulsion,avant,3.07,5.28574,1.82118,1.44018,1769.0088,ohcv,eight,5.047226800000001,mpfi,96.52,85.09,8.0,184,4500,16.801,14.700875,40960.0,buick,century special
1,essence,atmosphérique,deux,hardtop,propulsion,avant,2.84,5.059679999999999,1.8288,1.40716,1685.09428,ohcv,eight,4.981678400000001,mpfi,96.52,85.09,8.0,184,4500,16.801,14.700875,45400.0,buick,regal sport coupe (turbo)
1,essence,turbo,deux,berline compacte,propulsion,avant,2.61,4.53136,1.7271999999999998,1.3919199999999998,1319.95272,ohc,four,2.294194,mpfi,96.01199999999999,79.248,8.0,175,5000,12.379684210526316,9.800583333333334,16503.0,mercury,cougar
2,essence,atmosphérique,deux,berline compacte,traction,avant,2.38,3.99542,1.63576,1.29032,869.989456,ohc,four,1.5076132000000002,2bbl,75.438,82.042,9.4,68,5500,6.3571351351351355,5.736926829268293,5389.0,mitsubishi,mirage
2,essence,atmosphérique,deux,berline compacte,traction,avant,2.38,3.99542,1.63576,1.29032,881.782848,ohc,four,1.5076132000000002,2bbl,75.438,82.042,9.4,68,5500,7.587548387096774,6.189842105263158,6189.0,mitsubishi,lancer
2,essence,atmosphérique,deux,berline compacte,traction,avant,2.38,3.99542,1.63576,1.29032,908.998368,ohc,four,1.5076132000000002,2bbl,75.438,82.042,9.4,68,5500,7.587548387096774,6.189842105263158,6669.0,mitsubishi,outlander
1,essence,turbo,deux,berline compacte,traction,avant,2.36,3.99542,1.62052,1.29032,972.95484,ohc,four,1.6059358000000001,spdi,76.96199999999999,86.106,7.6,102,5500,9.800583333333334,7.840466666666667,7689.0,mitsubishi,g4
3,essence,turbo,deux,berline compacte,traction,avant,2.45,4.3942,1.66116,1.2547599999999999,1075.01304,ohc,four,1.8025810000000002,spdi,80.518,87.884,7.5,116,5500,10.226695652173913,7.840466666666667,9959.0,mitsubishi,mirage g4
3,essence,atmosphérique,deux,berline compacte,traction,avant,2.45,4.3942,1.66116,1.2547599999999999,1055.962176,ohc,four,1.9992262000000003,2bbl,85.09,87.884,8.5,88,5000,9.40856,7.3504375,8499.0,mitsubishi,g4
3,essence,turbo,deux,berline compacte,traction,avant,2.44,4.399279999999999,1.6840199999999999,1.27508,1285.026136,ohc,four,2.5563876000000003,spdi,90.932,98.044,7.0,145,5000,12.379684210526316,9.800583333333334,12629.0,mitsubishi,outlander
3,essence,turbo,deux,berline compacte,traction,avant,2.44,4.399279999999999,1.6840199999999999,1.27508,1324.9422319999999,ohc,four,2.5563876000000003,spdi,91.18599999999999,98.044,7.0,145,5000,12.379684210526316,9.800583333333334,14869.0,mitsubishi,g4
3,essence,turbo,deux,berline compacte,traction,avant,2.44,4.399279999999999,1.6840199999999999,1.27508,1327.210192,ohc,four,2.5563876000000003,spdi,91.18599999999999,98.044,7.0,145,5000,12.379684210526316,9.800583333333334,14489.0,mitsubishi,mirage g4
1,essence,atmosphérique,quatre,berline,traction,avant,2.45,4.37896,1.66116,1.31064,1072.74508,ohc,four,1.9992262000000003,2bbl,85.09,87.884,8.5,88,5000,9.40856,7.3504375,6989.0,mitsubishi,montero
1,essence,atmosphérique,quatre,berline,traction,avant,2.45,4.37896,1.66116,1.31064,1090.88876,ohc,four,1.9992262000000003,2bbl,85.09,87.884,8.5,88,5000,9.40856,7.3504375,8189.0,mitsubishi,pajero
1,essence,turbo,quatre,berline,traction,avant,2.45,4.37896,1.66116,1.31064,1089.981576,ohc,four,1.8025810000000002,spdi,80.518,87.884,7.5,116,5500,10.226695652173913,7.840466666666667,9279.0,mitsubishi,outlander
-1,essence,atmosphérique,quatre,berline,traction,avant,2.45,4.37896,1.66116,1.31064,1089.981576,ohc,four,1.8025810000000002,spdi,80.518,87.884,7.5,116,5500,10.226695652173913,7.840466666666667,9279.0,mitsubishi,mirage g4
1,essence,atmosphérique,deux,berline,traction,avant,2.4,4.19862,1.62052,1.3842999999999999,856.835288,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587548387096774,6.3571351351351355,5499.0,nissan,versa
1,diesel,atmosphérique,deux,berline,traction,avant,2.4,4.19862,1.62052,1.3842999999999999,914.8950639999999,ohc,four,1.6878713,idi,75.946,88.138,21.9,55,4800,5.226977777777778,4.70428,7099.0,nissan,gt-r
1,essence,atmosphérique,deux,berline,traction,avant,2.4,4.19862,1.62052,1.3842999999999999,869.989456,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587548387096774,6.3571351351351355,6649.0,nissan,rogue
1,essence,atmosphérique,quatre,berline,traction,avant,2.4,4.19862,1.62052,1.3842999999999999,879.061296,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587548387096774,6.3571351351351355,6849.0,nissan,latio
1,essence,atmosphérique,quatre,break,traction,avant,2.4,4.323079999999999,1.62052,1.3589,918.070208,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587548387096774,6.3571351351351355,7349.0,nissan,titan
1,essence,atmosphérique,deux,berline,traction,avant,2.4,4.19862,1.62052,1.3842999999999999,884.957992,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587548387096774,6.3571351351351355,7299.0,nissan,leaf
1,essence,atmosphérique,deux,berline compacte,traction,avant,2.4,4.206239999999999,1.62052,1.3538199999999998,919.884576,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587548387096774,6.3571351351351355,7799.0,nissan,juke
1,essence,atmosphérique,quatre,berline,traction,avant,2.4,4.19862,1.62052,1.3842999999999999,894.0298319999999,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587548387096774,6.3571351351351355,7499.0,nissan,latio
1,essence,atmosphérique,quatre,break,traction,avant,2.4,4.323079999999999,1.62052,1.3589,923.966904,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587548387096774,6.3571351351351355,7999.0,nissan,note
2,essence,atmosphérique,deux,hardtop,traction,avant,2.42,4.12496,1.62052,1.3538199999999998,910.812736,ohc,four,1.5895487000000001,2bbl,80.00999999999999,83.566,9.4,69,5200,7.587548387096774,6.3571351351351355,8249.0,nissan,clipper
0,essence,atmosphérique,quatre,berline compacte,traction,avant,2.47,4.40436,1.65608,1.38938,1054.147808,ohc,four,1.9664520000000003,2bbl,84.582,88.138,8.5,97,5200,8.711629629629629,6.918058823529412,8949.0,nissan,rogue
0,essence,atmosphérique,quatre,berline,traction,avant,2.47,4.40436,1.65608,1.38938,1044.168784,ohc,four,1.9664520000000003,2bbl,84.582,88.138,8.5,97,5200,8.711629629629629,6.918058823529412,9549.0,nissan,nv200
0,essence,atmosphérique,quatre,berline,traction,avant,2.55,4.61518,1.6890999999999998,1.39954,1403.86724,ohcv,six,2.9660651000000002,mpfi,87.122,83.05799999999999,9.0,152,5200,13.836117647058824,10.691545454545455,13499.0,nissan,dayz
0,essence,atmosphérique,quatre,break,traction,avant,2.55,4.68884,1.6890999999999998,1.4249399999999999,1495.039232,ohcv,six,2.9660651000000002,mpfi,87.122,83.05799999999999,9.0,152,5200,13.836117647058824,10.691545454545455,14399.0,nissan,fuga
0,essence,atmosphérique,quatre,berline,traction,avant,2.55,4.68884,1.6890999999999998,1.39954,1387.99152,ohcv,six,2.9660651000000002,mpfi,87.122,83.05799999999999,9.0,152,5200,12.379684210526316,9.40856,13499.0,nissan,otti
3,essence,atmosphérique,deux,berline compacte,propulsion,avant,2.32,4.33578,1.72466,1.26238,1392.981032,ohcv,six,2.9660651000000002,mpfi,87.122,83.05799999999999,9.0,160,5200,12.379684210526316,9.40856,17199.0,nissan,teana
3,essence,turbo,deux,berline compacte,propulsion,avant,2.32,4.33578,1.72466,1.26238,1423.825288,ohcv,six,2.9660651000000002,mpfi,87.122,83.05799999999999,7.8,200,5200,13.836117647058824,10.226695652173913,19699.0,nissan,kicks
1,essence,atmosphérique,deux,berline compacte,propulsion,avant,2.52,4.5339,1.72466,1.26238,1423.825288,ohcv,six,2.9660651000000002,mpfi,87.122,83.05799999999999,9.0,160,5200,12.379684210526316,9.40856,18399.0,nissan,clipper
0,essence,atmosphérique,quatre,berline,propulsion,avant,2.74,4.742179999999999,1.73736,1.44018,1369.84784,l,four,1.9664520000000003,mpfi,87.884,81.026,8.4,97,5000,12.379684210526316,9.800583333333334,11900.0,peugeot,504
0,diesel,turbo,quatre,berline,propulsion,avant,2.74,4.742179999999999,1.73736,1.44018,1450.133624,l,four,2.4908392000000004,idi,93.98,89.408,21.0,95,4150,8.4005,7.12769696969697,13200.0,peugeot,304
0,essence,atmosphérique,quatre,break,propulsion,avant,2.9,5.05206,1.73736,1.49098,1465.10216,l,four,1.9664520000000003,mpfi,87.884,81.026,8.4,97,5000,12.379684210526316,9.800583333333334,12440.0,peugeot,504 (sw)
0,diesel,turbo,quatre,break,propulsion,avant,2.9,5.05206,1.73736,1.49098,1555.82056,l,four,2.4908392000000004,idi,93.98,89.408,21.0,95,4150,9.40856,9.40856,13860.0,peugeot,504
0,essence,atmosphérique,quatre,berline,propulsion,avant,2.74,4.742179999999999,1.73736,1.44018,1394.7954,l,four,1.9664520000000003,mpfi,87.884,55.626,8.4,95,5000,12.379684210526316,9.800583333333334,15580.0,peugeot,504
