prix,taille_moteur,poids_vehicule,chevaux,consommation_autoroute,consommation_ville,largeur,longueur,roues_motrices_propulsion,empattement,systeme_carburant_1bbl,turbo_atmosphérique,marque_toyota,etat_de_route_1,type_vehicule_berline compacte,emplacement_moteur_avant,type_moteur_ohc,systeme_carburant_2bbl,roues_motrices_traction,nombre_cylindres_four
7609.0,1.4748390000000002,902.194488,68,6.189842105263158,7.587548387096774,1.62052,3.99542,0.0,2.38,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8558.0,1.6059358,993.820072,102,7.840466666666667,9.800583333333334,1.62052,3.99542,0.0,2.38,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
8921.0,1.9992262000000005,1149.85572,88,7.840466666666667,9.800583333333334,1.64084,4.43484,0.0,2.62,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
12964.0,2.5563876000000003,1275.047112,145,9.800583333333334,12.379684210526316,1.68402,4.399279999999999,0.0,2.44,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
6479.0,1.5076132000000002,777.003096,58,4.355814814814814,4.800285714285714,1.62306,3.67284,0.0,2.2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
6855.0,1.5076132000000002,825.083848,76,6.189842105263158,7.587548387096774,1.62306,3.67284,0.0,2.2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
5399.0,1.2945809,833.248504,60,5.600333333333333,6.189842105263158,1.6256,3.81,0.0,2.38,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
6529.0,1.5076132000000002,879.96848,76,6.918058823529412,7.840466666666667,1.6256,3.81,0.0,2.38,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
7129.0,1.5076132000000002,887.225952,76,6.918058823529412,7.840466666666667,1.6256,3.81,0.0,2.38,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
7295.0,1.5076132000000002,911.71992,76,6.918058823529412,7.840466666666667,1.6256,4.15036,0.0,2.45,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
7295.0,1.5076132000000002,918.070208,76,6.918058823529412,7.840466666666667,1.62306,3.99034,0.0,2.45,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
7895.0,1.802581,1014.231712,86,7.12769696969697,8.711629629629629,1.65608,4.2545,0.0,2.45,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
9095.0,1.802581,1038.272088,86,7.12769696969697,8.711629629629629,1.65608,4.2545,0.0,2.45,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
8845.0,1.802581,1045.075968,86,7.12769696969697,8.711629629629629,1.65608,4.45516,0.0,2.45,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
10295.0,1.802581,1075.920224,86,7.12769696969697,8.711629629629629,1.5875,4.45516,0.0,2.45,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
12945.0,1.802581,1118.10428,101,8.4005,9.800583333333334,1.65608,4.45516,0.0,2.45,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
10345.0,1.802581,1040.086456,100,7.587548387096774,9.40856,1.6764,4.29514,0.0,2.45,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6785.0,1.8189681,1060.044504,78,8.110827586206897,9.800583333333334,1.5697199999999998,4.33578,1.0,2.4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
8916.5,1.4748390000000002,850.0314079999999,70,5.470093023255814,6.189842105263158,1.61544,3.95986,0.0,2.4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8916.5,1.4748390000000002,865.907128,70,5.470093023255814,6.189842105263158,1.61544,3.95986,0.0,2.4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
11048.0,1.9500649,1240.120528,90,8.110827586206897,9.800583333333334,1.65608,4.38404,1.0,2.44,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
32250.0,4.227871800000001,1844.305072,176,12.379684210526316,15.680933333333334,1.76784,5.069839999999999,1.0,2.87,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35550.0,4.227871800000001,1844.305072,176,12.379684210526316,15.680933333333334,1.76784,5.069839999999999,1.0,2.87,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36000.0,5.342194600000001,1791.6884,262,13.836117647058824,18.09338461538461,1.7932399999999995,4.869179999999999,1.0,2.59,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5195.0,1.4912261000000002,857.28888,68,7.587548387096774,7.840466666666667,1.63068,4.04114,0.0,2.36,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6095.0,1.4912261000000002,861.8248,68,6.189842105263158,7.587548387096774,1.63068,4.04114,0.0,2.36,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6795.0,1.4912261000000002,864.09276,68,6.189842105263158,7.587548387096774,1.63068,4.04114,0.0,2.36,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6695.0,1.4912261000000002,882.23644,68,6.189842105263158,7.587548387096774,1.63068,4.23672,0.0,2.36,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7395.0,1.4912261000000002,884.5044,68,6.189842105263158,7.587548387096774,1.63068,4.23672,0.0,2.36,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
10945.0,1.147097,1079.54896,101,10.226695652173913,13.836117647058824,1.66878,4.2926,1.0,2.42,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11845.0,1.147097,1079.54896,101,10.226695652173913,13.836117647058824,1.66878,4.2926,1.0,2.42,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13645.0,1.147097,1081.81692,101,10.226695652173913,13.836117647058824,1.66878,4.2926,1.0,2.42,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15645.0,1.310968,1133.98,135,10.226695652173913,14.700875,1.66878,4.2926,1.0,2.42,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
8845.0,1.9992262000000005,1081.81692,84,7.3504375,9.046692307692307,1.6890999999999998,4.51612,0.0,2.51,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8495.0,1.9992262000000005,1093.15672,84,7.3504375,9.046692307692307,1.6890999999999998,4.51612,0.0,2.51,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
10595.0,1.9992262000000005,1081.81692,84,7.3504375,9.046692307692307,1.6890999999999998,4.51612,0.0,2.51,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10245.0,1.9992262000000005,1093.15672,84,7.3504375,9.046692307692307,1.6890999999999998,4.51612,0.0,2.51,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
10795.0,1.9992262000000005,1108.125256,64,5.600333333333333,6.533722222222222,1.6890999999999998,4.51612,0.0,2.51,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
11245.0,1.9992262000000005,1099.9606,84,7.3504375,9.046692307692307,1.6890999999999998,4.51612,0.0,2.51,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
18280.0,2.294194,1211.09064,120,8.711629629629629,12.379684210526316,1.67894,4.444999999999999,1.0,2.66,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
18344.0,2.1958714,1224.6984,72,6.031128205128205,7.587548387096774,1.67894,4.444999999999999,1.0,2.66,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
25552.0,2.9988393,1594.37588,123,9.40856,10.691545454545455,1.7856199999999998,4.84886,1.0,2.79,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
28248.0,2.9988393,1700.97,123,9.40856,10.691545454545455,1.7856199999999998,4.84886,1.0,2.79,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
28176.0,2.9988393,1585.30404,123,9.40856,10.691545454545455,1.7856199999999998,4.7625,1.0,2.71,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
31600.0,2.9988393,1710.04184,123,9.40856,10.691545454545455,1.82118,5.146039999999999,1.0,2.94,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
34184.0,3.8345814,1696.43408,155,13.067444444444444,14.700875,1.82118,5.146039999999999,1.0,2.94,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35056.0,3.8345814,1671.48652,155,13.067444444444444,14.700875,1.7907,4.57962,1.0,2.45,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40960.0,5.047226800000001,1769.0088,184,14.700875,16.801,1.82118,5.28574,1.0,3.07,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45400.0,4.981678400000001,1685.09428,184,14.700875,16.801,1.8288,5.059679999999999,1.0,2.84,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
16503.0,2.294194,1319.95272,175,9.800583333333334,12.379684210526316,1.7271999999999998,4.53136,1.0,2.61,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
5389.0,1.5076132000000002,869.989456,68,5.736926829268293,6.357135135135136,1.63576,3.99542,0.0,2.38,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6189.0,1.5076132000000002,881.782848,68,6.189842105263158,7.587548387096774,1.63576,3.99542,0.0,2.38,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
6669.0,1.5076132000000002,908.998368,68,6.189842105263158,7.587548387096774,1.63576,3.99542,0.0,2.38,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
7689.0,1.6059358,972.95484,102,7.840466666666667,9.800583333333334,1.62052,3.99542,0.0,2.36,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
9959.0,1.802581,1075.01304,116,7.840466666666667,10.226695652173913,1.66116,4.3942,0.0,2.45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
8499.0,1.9992262000000005,1055.962176,88,7.3504375,9.40856,1.66116,4.3942,0.0,2.45,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
12629.0,2.5563876000000003,1285.026136,145,9.800583333333334,12.379684210526316,1.68402,4.399279999999999,0.0,2.44,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
14869.0,2.5563876000000003,1324.942232,145,9.800583333333334,12.379684210526316,1.68402,4.399279999999999,0.0,2.44,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
14489.0,2.5563876000000003,1327.210192,145,9.800583333333334,12.379684210526316,1.68402,4.399279999999999,0.0,2.44,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
6989.0,1.9992262000000005,1072.74508,88,7.3504375,9.40856,1.66116,4.37896,0.0,2.45,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8189.0,1.9992262000000005,1090.88876,88,7.3504375,9.40856,1.66116,4.37896,0.0,2.45,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
9279.0,1.802581,1089.981576,116,7.840466666666667,10.226695652173913,1.66116,4.37896,0.0,2.45,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
9279.0,1.802581,1089.981576,116,7.840466666666667,10.226695652173913,1.66116,4.37896,0.0,2.45,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
5499.0,1.5895487,856.835288,69,6.357135135135136,7.587548387096774,1.62052,4.19862,0.0,2.4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7099.0,1.6878713,914.895064,55,4.70428,5.226977777777778,1.62052,4.19862,0.0,2.4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
6649.0,1.5895487,869.989456,69,6.357135135135136,7.587548387096774,1.62052,4.19862,0.0,2.4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6849.0,1.5895487,879.061296,69,6.357135135135136,7.587548387096774,1.62052,4.19862,0.0,2.4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7349.0,1.5895487,918.070208,69,6.357135135135136,7.587548387096774,1.62052,4.323079999999999,0.0,2.4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7299.0,1.5895487,884.957992,69,6.357135135135136,7.587548387096774,1.62052,4.19862,0.0,2.4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7799.0,1.5895487,919.884576,69,6.357135135135136,7.587548387096774,1.62052,4.206239999999999,0.0,2.4,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7499.0,1.5895487,894.0298319999999,69,6.357135135135136,7.587548387096774,1.62052,4.19862,0.0,2.4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7999.0,1.5895487,923.966904,69,6.357135135135136,7.587548387096774,1.62052,4.323079999999999,0.0,2.4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8249.0,1.5895487,910.812736,69,6.357135135135136,7.587548387096774,1.62052,4.12496,0.0,2.42,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
8949.0,1.9664520000000003,1054.147808,97,6.918058823529412,8.711629629629629,1.65608,4.40436,0.0,2.47,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
9549.0,1.9664520000000003,1044.168784,97,6.918058823529412,8.711629629629629,1.65608,4.40436,0.0,2.47,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
13499.0,2.9660651,1403.86724,152,10.691545454545455,13.836117647058824,1.6890999999999998,4.61518,0.0,2.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
14399.0,2.9660651,1495.039232,152,10.691545454545455,13.836117647058824,1.6890999999999998,4.68884,0.0,2.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
13499.0,2.9660651,1387.99152,152,9.40856,12.379684210526316,1.6890999999999998,4.68884,0.0,2.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
17199.0,2.9660651,1392.981032,160,9.40856,12.379684210526316,1.72466,4.33578,1.0,2.32,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19699.0,2.9660651,1423.825288,200,10.226695652173913,13.836117647058824,1.72466,4.33578,1.0,2.32,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18399.0,2.9660651,1423.825288,160,9.40856,12.379684210526316,1.72466,4.5339,1.0,2.52,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
11900.0,1.9664520000000003,1369.84784,97,9.800583333333334,12.379684210526316,1.73736,4.742179999999999,1.0,2.74,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13200.0,2.4908392000000004,1450.133624,95,7.12769696969697,8.4005,1.73736,4.742179999999999,1.0,2.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12440.0,1.9664520000000003,1465.10216,97,9.800583333333334,12.379684210526316,1.73736,5.05206,1.0,2.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13860.0,2.4908392000000004,1555.82056,95,9.40856,9.40856,1.73736,5.05206,1.0,2.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15580.0,1.9664520000000003,1394.7954,95,9.800583333333334,12.379684210526316,1.73736,4.742179999999999,1.0,2.74,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16900.0,2.4908392000000004,1475.081184,95,7.12769696969697,8.4005,1.73736,4.742179999999999,1.0,2.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16695.0,1.9664520000000003,1490.04972,95,9.800583333333334,12.379684210526316,1.73736,5.05206,1.0,2.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17075.0,2.4908392000000004,1580.76812,95,9.40856,9.40856,1.73736,5.05206,1.0,2.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16630.0,1.9664520000000003,1394.7954,97,9.800583333333334,12.379684210526316,1.73736,4.742179999999999,1.0,2.74,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17950.0,2.4908392000000004,1475.081184,95,7.12769696969697,8.4005,1.73736,4.742179999999999,1.0,2.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
18150.0,2.1958714,1419.74296,142,9.800583333333334,13.067444444444444,1.7348199999999998,4.742179999999999,1.0,2.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5572.0,1.4748390000000002,869.989456,68,5.736926829268293,6.357135135135136,1.62052,3.99542,0.0,2.38,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7957.0,1.6059358,965.243776,102,7.840466666666667,9.800583333333334,1.62052,3.99542,0.0,2.38,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
6229.0,1.4748390000000002,892.215464,68,6.189842105263158,7.587548387096774,1.62052,3.99542,0.0,2.38,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6692.0,1.4748390000000002,902.194488,68,6.189842105263158,7.587548387096774,1.62052,4.24942,0.0,2.38,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
7609.0,1.6059358,993.820072,68,6.189842105263158,7.587548387096774,1.62052,4.24942,0.0,2.38,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
8921.0,1.9992262000000005,1149.85572,88,7.840466666666667,9.800583333333334,1.64084,4.43484,0.0,2.62,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
12764.0,2.5563876000000003,1278.222256,145,9.800583333333334,12.379684210526316,1.68402,4.399279999999999,1.0,2.44,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
22018.0,2.4744521,1260.078576,143,8.711629629629629,12.379684210526316,1.7348199999999998,4.29006,1.0,2.4,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
32528.0,3.1790974000000003,1250.099552,207,9.40856,13.836117647058824,1.651,4.29006,1.0,2.27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34028.0,3.1790974000000003,1250.099552,207,9.40856,13.836117647058824,1.651,4.29006,1.0,2.27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37028.0,3.1790974000000003,1270.0576,207,9.40856,13.836117647058824,1.651,4.29006,1.0,2.27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31400.5,3.3265813000000004,1526.790672,288,8.4005,13.836117647058824,1.83642,4.46278,1.0,2.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
9295.0,2.1630972,1169.813768,90,7.587548387096774,10.226695652173913,1.6890999999999998,4.6101,0.0,2.44,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
9895.0,2.1630972,1115.83632,90,7.587548387096774,10.226695652173913,1.6916399999999998,4.4907200000000005,0.0,2.44,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
11850.0,1.9828391000000003,1205.647536,110,8.4005,11.200666666666669,1.6890999999999998,4.73964,0.0,2.52,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
12170.0,1.9828391000000003,1222.43044,110,8.4005,11.200666666666669,1.6890999999999998,4.73964,0.0,2.52,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
15040.0,1.9828391000000003,1227.873544,110,8.4005,11.200666666666669,1.6890999999999998,4.73964,0.0,2.52,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
15510.0,1.9828391000000003,1251.006736,110,8.4005,11.200666666666669,1.6890999999999998,4.73964,0.0,2.52,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
18150.0,1.9828391000000003,1273.686336,160,9.046692307692307,12.379684210526316,1.6890999999999998,4.73964,0.0,2.52,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
18620.0,1.9828391000000003,1291.376424,160,9.046692307692307,12.379684210526316,1.6890999999999998,4.73964,0.0,2.52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
7053.0,1.7698068000000002,961.61504,73,7.587548387096774,9.046692307692307,1.61544,4.01066,0.0,2.38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
7603.0,1.7698068000000002,1016.04608,73,7.587548387096774,9.046692307692307,1.62052,3.99542,0.0,2.37,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
7775.0,1.7698068000000002,993.36648,82,7.12769696969697,8.4005,1.66116,4.3688,0.0,2.47,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
9960.0,1.7698068000000002,1061.40528,94,7.3504375,9.046692307692307,1.66116,4.3688,0.0,2.47,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
9233.0,1.7698068000000002,1081.81692,82,9.40856,9.800583333333334,1.66116,4.3688,0.0,2.46,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
11259.0,1.7698068000000002,1138.51592,111,8.110827586206897,9.800583333333334,1.66116,4.3688,0.0,2.46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
